mediaeval medieval
loot plunder
assumptions hypotheses
underlined emphasised
highlighting highlight
native indigenous
protracted lengthy
insufficient inadequate
confrontations encounters
choppers helicopters
extraordinarily enormously
residues residuals
pulmonary lung
residues residual
cancelled rescind
cancel rescind
instruments tools
clone cloning
camaraderie comradeship
abbreviated abridged
candidates nominees
methodically systematically
information info
provoked aroused
restart reset
incomes revenues
disseminated disseminate
cascading cascade
traumatised traumatized
ousted deposed
constrains limit
constrains limiting
constrains limited
constrains limits
tenacity persistence
obstacle barrier
rings ring
preventative precautionary
intelligently sensibly
recycling recycle
impede obstruct
incompatible inconsistent
everyone everybody
lectures lecture
ships vessels
assist assisting
assists assisting
recognizing recognize
difficulties troubles
subpoenas summons
subpoenas summonses
imitating mimicking
ordinances decrees
tools instrument
tool instruments
tool instrument
depended relied
videotaped videotape
appalling horrifying
reviewed inspected
vastness immensity
detainees inmates
artists entertainers
electrical electric
sustainability viability
reclaim recover
intensified intensifying
unseen invisible
continuance continuation
booklets pamphlets
probes investigates
firemen firefighters
annoyed irritated
shrinking decreasing
eastward east
streamline streamlining
systems schemes
affected impacted
cancelled abolished
canceled abolished
spying espionage
deposed ousted
inspects reviews
inspecting reviews
invaluable priceless
predict predicting
aroused provoked
fled escaped
legislation law
stable steady
limitations constraints
programmes programs
mommy mom
main principal
nominee candidate
reverting returning
reverting return
examine examining
splitting dividing
relied depended
demanding exacting
unfounded unwarranted
abolition elimination
photograph photo
calming calm
transitory transient
collaborative collaboration
distinction differentiation
mallorca majorca
absolved exonerated
interfered impede
interfered impeded
obstructing hindering
willfully intentionally
uninterrupted continuous
willful wilful
contract contracting
contracts contracting
hypotheses assumptions
kidnapped kidnap
manufacture manufactured
viewed opinion
views opinion
objective goal
ambitions aspirations
visualized viewed
travelling traveling
defrosting defrost
reason caused
animus animosity
reminds remind
battles fights
battles fight
programme programs
programmes program
programme program
programmes programs
underline underlined
fruitful productive
fisherman fisher
fishermen fisher
fishermen fishers
fisherman fishers
resume restart
particulates particles
attempted endeavour
utilized utilize
fascinating riveting
simplify simplifies
reversals reverses
constantly permanently
committing perpetrating
resolve solve
retaining retain
sending dispatching
responding replying
headphones earphones
tolerate condoned
tolerated condoned
slander libel
delegate delegated
goals objectives
southeast southeastern
demonstrations protests
reformers reformists
triumph victory
sufficient adequate
sincerely earnestly
revenge retaliation
centigrade celsius
maladies diseases
indisputable undisputed
limited constrain
masters master
fighting combats
maximal maximum
suppressing suppress
reminded remind
unwelcome unwanted
borrowing lending
lessen reduce
lessen reduced
lessen reducing
experienced enjoyed
abridged abbreviated
untiring indefatigable
folding fold
watt watts
priority priorities
timetables timeframe
disappointed frustrated
detectors sensors
showed displays
showed displayed
show displayed
disbanding dissolution
facilitating facilitate
pamphlets booklets
diseases illnesses
tyres tires
automobiles motors
objectives targets
objective targets
guidance directions
emphasised underlined
widened increased
combats fighting
assignment assignments
furthest farthest
bypassed circumvented
alien extraterrestrial
enhance enhancing
acknowledges recognizes
utilized used
moult molt
disturbances disorders
condemns denounces
plain plains
betrayal treason
booklet pamphlet
loneliness solitude
spending expenditure
millimetre millimeter
residuals residues
clever intelligent
ok okay
certification certificate
researchers investigators
rotated rotate
infringed violated
aroused sparked
kurds kurd
connecting connect
faster quicker
annoy irritate
converged converge
demolished razed
speed accelerating
speeding accelerating
assessed assessments
injustice unfairness
entrepreneurial enterprising
checking checks
checking check
assassinated murdered
editing edit
manual handbook
disastrous calamitous
nutrient nutritious
detecting identifying
constraints limitations
moneys monies
incessantly continuously
mobilizing mobilize
sacred consecrated
analysing analyzing
sanctuary refuge
abbreviated abridged
intensify intensified
stock stocks
immersed submerged
reformists reformers
extended lengthened
safeguards protections
dubious doubtful
traumatised traumatized
phds doctorates
resist withstand
heightened increase
heightened increasing
heightened increased
boat vessel
police policing
happened transpired
doctorate phd
polluted contaminated
uncovered revealed
toilets restrooms
soya soy
delegated delegate
decrees ordinances
cohesion coherence
calamities catastrophes
repugnant disgusting
wages wage
install installs
millimeter millimetre
areas spheres
area spheres
dispatch sent
dispatch send
breaches violations
characteristics peculiarities
foreseen envisaged
affiliated affiliate
eggs egg
satisfactory satisfying
comradeship camaraderie
condemnation conviction
replace replacing
rameses ramses
pamphlets booklets
depended relied
convert converted
interview interviewing
select selecting
incessantly constantly
efficient effective
selected picked
russkies ruskies
exceeds surpasses
eroded undermined
wanting wanna
removable detachable
practically virtually
astonishment surprise
dramatically sharply
curative therapeutic
rejections refusals
increasing widening
increase widening
increased widening
infected contaminated
cancelled abolished
canceled abolished
deposed ousted
photocopied photocopy
scepticism sceptical
aroused provoked
increased gain
increased gained
earnings incomes
transformation conversion
capitulated surrendered
useful helpful
upgrading upgrade
upgrading upgrades
residues residuals
withstand resist
definite definitive
ignites sparks
dangers risks
damp humid
everybody everyone
threatening threatens
ramses rameses
rushing hurrying
manufacturer producer
relied depended
unsubstantiated unsupported
menacing threatening
grandfather grandpa
stricken afflicted
implications repercussions
hardships adversities
hardship adversities
unattended unsupervised
judicial legal
receipts revenues
centenary centennial
exonerated absolved
drown drowning
everyone everybody
accompanying accompany
restricting confining
inconsistency incompatibility
abdullah abdallah
tremendously extremely
kidnaped abducted
kidnapped abducted
worked collaborated
worked collaborate
regrettably regretfully
visualized viewed
teachers educators
rejects dismisses
rejects dismiss
archaeological archeological
roasted toasted
obstinately doggedly
abandoned renounced
excessively unduly
capabilities capacity
investigators researchers
unlatched unlocked
commissars commissioners
exemplified illustrated
negotiating bargaining
long longer
irritated annoyed
colleges universities
attempted endeavour
refusals rejections
picked chosen
picked choose
meetings meeting
supplemented supplement
combating countering
capabilities capacity
capability capacities
capabilities capacities
capability capacity
kilometres km
list listing
actual reales
